x	LabelValueMeaning	Referentiel	url	TypeConceptualDomain	FormatConceptualDomain	IdDataElementConcept	ConceptualDomain	ObjectClass	ObjectProperty	DataElementConcept
LOINC:LA21255-7	chr2	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21256-5	chr3	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21257-3	chr4	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21258-1	chr5	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21259-9	chr6	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21260-7	chr7	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21261-5	chr8	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21262-3	chr9	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21263-1	chr10	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21264-9	chr11	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21265-6	chr12	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21266-4	chr13	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21267-2	chr14	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21268-0	chr15	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21269-8	chr16	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21270-6	chr17	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21271-4	chr18	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21272-2	chr19	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21273-0	chr20	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21274-8	chr21	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21275-5	chr22	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21276-3	chrX	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
LOINC:LA21277-1	chrY	OSIRIS	http://r.details.loinc.org/AnswerList/LL2938-0.html	Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
OSIRIS:O19-1	MT	OSIRIS		Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
OSIRIS:O19-2	viral	OSIRIS		Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
OSIRIS:O19-3	bacterial	OSIRIS		Enumerated	String	O19	OSIRIS:Chromosome	Alteration	Chromosome	Alteration_Chromosome
		FHIR (HL7)	http://hl7.org/fhir/extension-geneticsgenomicstart.html	nonEnumerated	Integer	O20	FHIR:extension-geneticsGenomicStart	Alteration	GenomicStart	Alteration_GenomicStart
		FHIR (HL7)	http://hl7.org/fhir/extension-geneticsgenomicstop.html	nonEnumerated	Integer	O21	FHIR:extension-geneticsGenomicStop	Alteration	GenomicStop	Alteration_GenomicStop
OSIRIS:O22-1	GRCh37	FHIR (HL7)	https://www.hl7.org/fhir/extension-geneticsgenomebuild.html	Enumerated	String	O22	FHIR:extension-geneticsGenomeBuild	Alteration	GenomeBuild	Alteration_GenomeBuild
OSIRIS:O22-2	GRCh38	FHIR (HL7)	https://www.hl7.org/fhir/extension-geneticsgenomebuild.html	Enumerated	String	O22	FHIR:extension-geneticsGenomeBuild	Alteration	GenomeBuild	Alteration_GenomeBuild
		UCSC	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/database/cytoBand.txt.gz	nonEnumerated	String	O23	UCSC	Alteration	Cytoband	Alteration_Cytoband
OSIRIS:O24-1	gene	OSIRIS		Enumerated	String	O24	OSIRIS:GenomeEntityType	GenomeEntity	Type	GenomeEntity_Type
OSIRIS:O24-2	miRNA	OSIRIS		Enumerated	String	O24	OSIRIS:GenomeEntityType	GenomeEntity	Type	GenomeEntity_Type
OSIRIS:O24-3	piRNA	OSIRIS		Enumerated	String	O24	OSIRIS:GenomeEntityType	GenomeEntity	Type	GenomeEntity_Type
OSIRIS:O24-4	mRNA	OSIRIS		Enumerated	String	O24	OSIRIS:GenomeEntityType	GenomeEntity	Type	GenomeEntity_Type
OSIRIS:O24-5	ncRNA	OSIRIS		Enumerated	String	O24	OSIRIS:GenomeEntityType	GenomeEntity	Type	GenomeEntity_Type
OSIRIS:O24-6	ORF	OSIRIS		Enumerated	String	O24	OSIRIS:GenomeEntityType	GenomeEntity	Type	GenomeEntity_Type
OSIRIS:O25-1	HGNC	OSIRIS		Enumerated	String	O25	OSIRIS:GenomeEntityDatabase	GenomeEntity	Database	GenomeEntity_Database
OSIRIS:O25-2	miRDB	OSIRIS		Enumerated	String	O25	OSIRIS:GenomeEntityDatabase	GenomeEntity	Database	GenomeEntity_Database
OSIRIS:O25-3	Entrez	OSIRIS		Enumerated	String	O25	OSIRIS:GenomeEntityDatabase	GenomeEntity	Database	GenomeEntity_Database
OSIRIS:O25-4	Human lincRNA Catalog	OSIRIS		Enumerated	String	O25	OSIRIS:GenomeEntityDatabase	GenomeEntity	Database	GenomeEntity_Database
		FHIR	http://hl7.org/fhir/2016May/extension-observation-geneticsgene.html	nonEnumerated	String	O26	FHIR:extension-observation-geneticsGene	GenomeEntity	Id	GenomeEntity_Id
		LOINC	http://www.genenames.org/	nonEnumerated	String	O27	LOINC:48018-6 - HGNC Approved Symbol	GenomeEntity	Symbol	GenomeEntity_Symbol
LOINC:LA26331-1	translocation	LOINC	http://r.details.loinc.org/LOINC/81289-1.html	Enumerated	String	O28	OSIRIS:FusionType	Fusion	Type	Fusion_Type
OSIRIS:O28-1	readthrough	OSIRIS		Enumerated	String	O28	OSIRIS:FusionType	Fusion	Type	Fusion_Type
OSIRIS:O94-1	+	OSIRIS		Enumerated	String	O94	OSIRIS:Strand	Annotation	Strand	Annotation_Strand
OSIRIS:O94-2	-	OSIRIS		Enumerated	String	O94	OSIRIS:Strand	Annotation	Strand	Annotation_Strand
		OSIRIS		nonEnumerated	String	O35	OSIRIS:FusionPoint5prime	Fusion	Point5prime	Fusion_Point5prime
		OSIRIS		nonEnumerated	Integer	O40	OSIRIS:FusionPoint3prime	Fusion	Point3prime	Fusion_Point3prime
		OSIRIS		nonEnumerated	Boolean	O41	OSIRIS:FusionInFrame	Fusion	InFrame	Fusion_InFrame
OSIRIS:O42-1	ChimerDb	OSIRIS		Enumerated	String	O91	OSIRIS:FusionAnnotationReferentiel	Annotation	ReferenceDatabase	Annotation_ReferenceDatabase
OSIRIS:O42-2	Oncofuse	OSIRIS		Enumerated	String	O91	OSIRIS:FusionAnnotationReferentiel	Annotation	ReferenceDatabase	Annotation_ReferenceDatabase
OSIRIS:O42-3	Mittelman DB	OSIRIS		Enumerated	String	O91	OSIRIS:FusionAnnotationReferentiel	Annotation	ReferenceDatabase	Annotation_ReferenceDatabase
		OSIRIS		nonEnumerated	Integer	O44	OSIRIS:FusionNbSpanningPair	Fusion	NbSpanningPair	Fusion_NbSpanningPair
		OSIRIS		nonEnumerated	Integer	O46	OSIRIS:FusionNbSplitReads	Fusion	NbSplitReads	Fusion_NbSplitReads
		OSIRIS		nonEnumerated	Float	O47	OSIRIS:SegmentIntensity	CNV	SegmentIntensity	CNV_SegmentIntensity
OSIRIS:O49-1	Amplification	OSIRIS		Enumerated	String	O49	OSIRIS:SegmentGenomicStatus	CNV	SegmentGenomicStatus	CNV_SegmentGenomicStatus
OSIRIS:O49-2	Gain	OSIRIS		Enumerated	String	O49	OSIRIS:SegmentGenomicStatus	CNV	SegmentGenomicStatus	CNV_SegmentGenomicStatus
OSIRIS:O49-3	Normal	OSIRIS		Enumerated	String	O49	OSIRIS:SegmentGenomicStatus	CNV	SegmentGenomicStatus	CNV_SegmentGenomicStatus
OSIRIS:O49-4	Heterozygous deletion	OSIRIS		Enumerated	String	O49	OSIRIS:SegmentGenomicStatus	CNV	SegmentGenomicStatus	CNV_SegmentGenomicStatus
OSIRIS:O49-5	Homozygous deletion	OSIRIS		Enumerated	String	O49	OSIRIS:SegmentGenomicStatus	CNV	SegmentGenomicStatus	CNV_SegmentGenomicStatus
OSIRIS:O49-6	Copy neutral	OSIRIS		Enumerated	String	O49	OSIRIS:SegmentGenomicStatus	CNV	SegmentGenomicStatus	CNV_SegmentGenomicStatus
OSIRIS:O49-7	Isodisomy	OSIRIS		Enumerated	String	O49	OSIRIS:SegmentGenomicStatus	CNV	SegmentGenomicStatus	CNV_SegmentGenomicStatus
		OSIRIS		nonEnumerated	Integer	O50	OSIRIS:CopyNumber	CNV	CopyNumber	CNV_CopyNumber
		OSIRIS		nonEnumerated	Boolean	O51	OSIRIS:LossOfHeterozygosity	CNV	LOH	CNV_LOH
		FHIR	https://www.hl7.org/fhir/2016Jan/sequence-definitions.html#Sequence.referenceAllele	nonEnumerated	String	O53	FHIR:Sequence.referenceAllele	Variant	ReferenceAllele	Variant_ReferenceAllele
		FHIR	https://www.hl7.org/fhir/2016Jan/sequence-definitions.html#Sequence.observedAllele	nonEnumerated	String	O54	FHIR:Sequence.observedAllele	Variant	AlternativeAllele	Variant_AlternativeAllele
LOINC:LA6692-3	Deletion	LOINC	http://r.details.loinc.org/LOINC/48019-4.html	Enumerated	String	O55	LOINC:48019-4	Variant	DNASequenceVariationType	Variant_DNASequenceVariationType
LOINC:LA6686-5	Duplication	LOINC	http://r.details.loinc.org/LOINC/48019-4.html	Enumerated	String	O55	LOINC:48019-4	Variant	DNASequenceVariationType	Variant_DNASequenceVariationType
LOINC:LA6687-3	Insertion	LOINC	http://r.details.loinc.org/LOINC/48019-4.html	Enumerated	String	O55	LOINC:48019-4	Variant	DNASequenceVariationType	Variant_DNASequenceVariationType
LOINC:LA6688-1	Insertion/Deletion (indel)	LOINC	http://r.details.loinc.org/LOINC/48019-4.html	Enumerated	String	O55	LOINC:48019-4	Variant	DNASequenceVariationType	Variant_DNASequenceVariationType
LOINC:LA6689-9	Inversion	LOINC	http://r.details.loinc.org/LOINC/48019-4.html	Enumerated	String	O55	LOINC:48019-4	Variant	DNASequenceVariationType	Variant_DNASequenceVariationType
LOINC:LA6690-7	Substitution	LOINC	http://r.details.loinc.org/LOINC/48019-4.html	Enumerated	String	O55	LOINC:48019-4	Variant	DNASequenceVariationType	Variant_DNASequenceVariationType
OSIRIS:O55-1	Virus insertion site	OSIRIS		Enumerated	String	O55	LOINC:48019-4	Variant	DNASequenceVariationType	Variant_DNASequenceVariationType
OSIRIS:O55-2	Delins	OSIRIS		Enumerated	String	O55	LOINC:48019-4	Variant	DNASequenceVariationType	Variant_DNASequenceVariationType
		OSIRIS		nonEnumerated	String	O58	OSIRIS:PfamDomain	Annotation	PfamDomain	Annotation_PfamDomain
		OSIRIS		nonEnumerated	String	O59	OSIRIS:PfamId	Annotation	PfamId	Annotation_PfamId
OSIRIS:O63-1	SIFT	OSIRIS		Enumerated	String	O63	OSIRIS:MutationPredictionAlgorithm	Annotation	MutationPredictionAlgorithm	Annotation_MutationPredictionAlgorithm
OSIRIS:O63-2	POLYPHEN2_HDIV	OSIRIS		Enumerated	String	O63	OSIRIS:MutationPredictionAlgorithm	Annotation	MutationPredictionAlgorithm	Annotation_MutationPredictionAlgorithm
		OSIRIS		nonEnumerated	String	O64	OSIRIS:MutationPredictionValue	Annotation	MutationPredictionValue	Annotation_MutationPredictionValue
		OSIRIS		nonEnumerated	Float	O65	OSIRIS:MutationPredictionScore	Annotation	MutationPredictionScore	Annotation_MutationPredictionScore
		FHIR	http://hl7.org/fhir/2016May/extension-observation-geneticsdnaregionname.html	nonEnumerated	String	O66	FHIR:extension-observation-geneticsDNARegionName	Annotation	DNARegionName	Annotation_DNARegionName
				Enumerated	String	O90		Annotation	ReferenceType	Annotation_ReferenceType
OSIRIS:O91-1	RefSeq	OSIRIS		Enumerated	String	O91	OSIRIS:ProteinReferenceDatabase	Annotation	ReferenceDatabase	Annotation_ReferenceDatabase
OSIRIS:O91-2	Ensembl	OSIRIS		Enumerated	String	O91	OSIRIS:TranscriptReferenceDatabase	Annotation	ReferenceDatabase	Annotation_ReferenceDatabase
OSIRIS:O91-3	SwissProt	OSIRIS		Enumerated	String	O91	OSIRIS:ProteinReferenceDatabase	Annotation	ReferenceDatabase	Annotation_ReferenceDatabase
OSIRIS:O91-4	UniProt	OSIRIS		Enumerated	String	O91	OSIRIS:ProteinReferenceDatabase	Annotation	ReferenceDatabase	Annotation_ReferenceDatabase
OSIRIS:O96-1	Cosmic	OSIRIS		Enumerated	String	O96	OSIRIS:VariantReferenceDatabase	Annotation	ReferenceDatabase	Annotation_ReferenceDatabase
OSIRIS:O96-2	dbSNP	OSIRIS		Enumerated	String	O96	OSIRIS:VariantReferenceDatabase	Annotation	ReferenceDatabase	Annotation_ReferenceDatabase
				nonEnumerated	String	O92		Annotation	ReferenceValue	Annotation_ReferenceValue
		FHIR	http://hl7.org/fhir/2016May/extension-observation-geneticsdnasequencevariation.html	nonEnumerated	String	O71	FHIR:extension-observation-geneticsDNASequenceVariation	Annotation	DNASequenceVariation	Annotation_DNASequenceVariation
		FHIR	http://hl7.org/fhir/2016May/extension-observation-geneticsaminoacidchange.html	nonEnumerated	String	O72	FHIR:extension-observation-geneticsAminoAcidChange	Annotation	AminoAcidChange	Annotation_AminoAcidChange
		OSIRIS		nonEnumerated	String	O73	OSIRIS:GenomicSequenceVariation	Annotation	GenomicSequenceVariation	Annotation_GenomicSequenceVariation
		OSIRIS		nonEnumerated	String	O74	OSIRIS:RNASequenceVariation	Annotation	RNASequenceVariation	Annotation_RNASequenceVariation
LOINC:LA6692-3	Deletion	LOINC	http://r.details.loinc.org/LOINC/48006-1.html	Enumerated	String	O75	OSIRIS:AminoAcidChangeType	Annotation	AminoAcidChangeType	Annotation_AminoAcidChangeType
LOINC:LA6686-5	Duplication	LOINC	http://r.details.loinc.org/LOINC/48006-1.html	Enumerated	String	O75	OSIRIS:AminoAcidChangeType	Annotation	AminoAcidChangeType	Annotation_AminoAcidChangeType
LOINC:LA6694-9	Frameshift	LOINC	http://r.details.loinc.org/LOINC/48006-1.html	Enumerated	String	O75	OSIRIS:AminoAcidChangeType	Annotation	AminoAcidChangeType	Annotation_AminoAcidChangeType
LOINC:LA6695-6	Initiating Methionine	LOINC	http://r.details.loinc.org/LOINC/48006-1.html	Enumerated	String	O75	OSIRIS:AminoAcidChangeType	Annotation	AminoAcidChangeType	Annotation_AminoAcidChangeType
LOINC:LA6687-3	Insertion	LOINC	http://r.details.loinc.org/LOINC/48006-1.html	Enumerated	String	O75	OSIRIS:AminoAcidChangeType	Annotation	AminoAcidChangeType	Annotation_AminoAcidChangeType
LOINC:LA9659-9	Insertion and Deletion	LOINC	http://r.details.loinc.org/LOINC/48006-1.html	Enumerated	String	O75	OSIRIS:AminoAcidChangeType	Annotation	AminoAcidChangeType	Annotation_AminoAcidChangeType
LOINC:LA6698-0	Missense	LOINC	http://r.details.loinc.org/LOINC/48006-1.html	Enumerated	String	O75	OSIRIS:AminoAcidChangeType	Annotation	AminoAcidChangeType	Annotation_AminoAcidChangeType
LOINC:LA6699-8	Nonsense	LOINC	http://r.details.loinc.org/LOINC/48006-1.html	Enumerated	String	O75	OSIRIS:AminoAcidChangeType	Annotation	AminoAcidChangeType	Annotation_AminoAcidChangeType
LOINC:LA6700-4	Silent	LOINC	http://r.details.loinc.org/LOINC/48006-1.html	Enumerated	String	O75	OSIRIS:AminoAcidChangeType	Annotation	AminoAcidChangeType	Annotation_AminoAcidChangeType
LOINC:LA6701-2	Stop Codon Mutation	LOINC	http://r.details.loinc.org/LOINC/48006-1.html	Enumerated	String	O75	OSIRIS:AminoAcidChangeType	Annotation	AminoAcidChangeType	Annotation_AminoAcidChangeType
OSIRIS:O75-1	In frame	OSIRIS		Enumerated	String	O75	OSIRIS:AminoAcidChangeType	Annotation	AminoAcidChangeType	Annotation_AminoAcidChangeType
		OSIRIS		nonEnumerated	Integer	O76	OSIRIS:PositionCoverage	VariantInSample	PositionReadDepth	VariantInSample_PositionReadDepth
		OSIRIS		nonEnumerated	Integer	O77	OSIRIS:VariantCoverage	VariantInSample	VariantReadDepth	VariantInSample_VariantReadDepth
		OSIRIS		nonEnumerated	Boolean	O78	OSIRIS:StrandBias	VariantInSample	StrandBias	VariantInSample_StrandBias
LOINC:LA6683-2	Germline	LOINC	http://s.details.loinc.org/LOINC/48002-0.html	Enumerated	String	O79	LOINC:LL378-1	VariantInSample	GenomicSourceClass	VariantInSample_GenomicSourceClass
LOINC:LA6684-0	Somatic	LOINC	http://s.details.loinc.org/LOINC/48002-0.html	Enumerated	String	O79	LOINC:LL378-1	VariantInSample	GenomicSourceClass	VariantInSample_GenomicSourceClass
LOINC:LA10429-1	Prenatal	LOINC	http://s.details.loinc.org/LOINC/48002-0.html	Enumerated	String	O79	LOINC:LL378-1	VariantInSample	GenomicSourceClass	VariantInSample_GenomicSourceClass
LOINC:LA18197-6	Unknown genomic origin	LOINC	http://s.details.loinc.org/LOINC/48002-0.html	Enumerated	String	O79	LOINC:LL378-1	VariantInSample	GenomicSourceClass	VariantInSample_GenomicSourceClass
LOINC:LA6703-8	Heteroplasmic	LOINC	http://s.details.loinc.org/LOINC/53034-5.html	Enumerated	String	O80	LOINC:LL381-5	VariantInSample	AllelicState	VariantInSample_AllelicState
LOINC:LA6704-6	Homoplasmic	LOINC	http://s.details.loinc.org/LOINC/53034-5.html	Enumerated	String	O80	LOINC:LL381-5	VariantInSample	AllelicState	VariantInSample_AllelicState
LOINC:LA6705-3	Homozygous	LOINC	http://s.details.loinc.org/LOINC/53034-5.html	Enumerated	String	O80	LOINC:LL381-5	VariantInSample	AllelicState	VariantInSample_AllelicState
LOINC:LA6706-1	Heterozygous	LOINC	http://s.details.loinc.org/LOINC/53034-5.html	Enumerated	String	O80	LOINC:LL381-5	VariantInSample	AllelicState	VariantInSample_AllelicState
LOINC:LA6707-9	Hemizygous	LOINC	http://s.details.loinc.org/LOINC/53034-5.html	Enumerated	String	O80	LOINC:LL381-5	VariantInSample	AllelicState	VariantInSample_AllelicState
OSIRIS:O81-1	Pathogenic	ACMG	https://www.acmg.net/docs/Standards_Guidelines_for_the_Interpretation_of_Sequence_Variants.pdf	Enumerated	String	O81	OSIRIS:AlterationOnSample_Pathogenicity	AlterationOnSample	Pathogenicity	AlterationOnSample_Pathogenicity
OSIRIS:O81-2	Likely pathogenic	ACMG	https://www.acmg.net/docs/Standards_Guidelines_for_the_Interpretation_of_Sequence_Variants.pdf	Enumerated	String	O81	OSIRIS:AlterationOnSample_Pathogenicity	AlterationOnSample	Pathogenicity	AlterationOnSample_Pathogenicity
OSIRIS:O81-3	Uncertain significance	ACMG	https://www.acmg.net/docs/Standards_Guidelines_for_the_Interpretation_of_Sequence_Variants.pdf	Enumerated	String	O81	OSIRIS:AlterationOnSample_Pathogenicity	AlterationOnSample	Pathogenicity	AlterationOnSample_Pathogenicity
OSIRIS:O81-4	Likely benign	ACMG	https://www.acmg.net/docs/Standards_Guidelines_for_the_Interpretation_of_Sequence_Variants.pdf	Enumerated	String	O81	OSIRIS:AlterationOnSample_Pathogenicity	AlterationOnSample	Pathogenicity	AlterationOnSample_Pathogenicity
OSIRIS:O81-5	Benign	ACMG	https://www.acmg.net/docs/Standards_Guidelines_for_the_Interpretation_of_Sequence_Variants.pdf	Enumerated	String	O81	OSIRIS:AlterationOnSample_Pathogenicity	AlterationOnSample	Pathogenicity	AlterationOnSample_Pathogenicity
OSIRIS:O82-1	Actionable	OSIRIS		Enumerated	String	O82	OBI	AlterationOnSample	Actionability	AlterationOnSample_Actionability
OSIRIS:O82-2	Non actionable	OSIRIS		Enumerated	String	O82	OBI	AlterationOnSample	Actionability	AlterationOnSample_Actionability
		OSIRIS		nonEnumerated	Boolean	O83		AlterationOnSample	ProposedForOrientation	AlterationOnSample_ProposedForOrientation
OSIRIS:O84-1	RawExpression	OSIRIS		Enumerated	String	O84	OSIRIS:ExpressionDataType	GeneExpression	DataType	GeneExpression_DataType
OSIRIS:O84-2	NormalizedExpression	OSIRIS		Enumerated	String	O84	OSIRIS:ExpressionDataType	GeneExpression	DataType	GeneExpression_DataType
		OSIRIS		nonEnumerated	Float	O85	OSIRIS:ExpressionValue	GeneExpression	Value	GeneExpression_Value
OSIRIS:O93-1	5prime	OSIRIS		Enumerated	String	O93	OSIRIS:Annotation_FusionPrimeEnd	Annotation	FusionPrimeEnd	Annotation_FusionPrimeEnd
OSIRIS:O93-2	3prime	OSIRIS		Enumerated	String	O93	OSIRIS:Annotation_FusionPrimeEnd	Annotation	FusionPrimeEnd	Annotation_FusionPrimeEnd
		LOINC	http://www.genenames.org/	nonEnumerated	String	O95	LOINC:48018-6	Annotation	Symbol	Annotation_Symbol
ICD3:C00	LIP	ICD3		Enumerated	String		ICD3:topography			
ICD3:C00.0	External upper lip	ICD3		Enumerated	String		ICD3:topography			
ICD3:C00.1	External lower lip	ICD3		Enumerated	String		ICD3:topography			
ICD3:C00.2	External lip, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C00.3	Mucosa of upper lip	ICD3		Enumerated	String		ICD3:topography			
ICD3:C00.4	Mucosa of lower lip	ICD3		Enumerated	String		ICD3:topography			
ICD3:C00.5	Mucosa of lip, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C00.6	Commissure of lip	ICD3		Enumerated	String		ICD3:topography			
ICD3:C00.8	Overlapping lesion of lip	ICD3		Enumerated	String		ICD3:topography			
ICD3:C00.9	Lip, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C01	BASE OF TONGUE	ICD3		Enumerated	String		ICD3:topography			
ICD3:C01.9	Base of tongue, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C02	OTHER AND UNSPECIFIED PARTS OF TONGUE	ICD3		Enumerated	String		ICD3:topography			
ICD3:C02.0	Dorsal surface of tongue, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C02.1	Border of tongue	ICD3		Enumerated	String		ICD3:topography			
ICD3:C02.2	Ventral surface of tongue, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C02.3	Anterior 2/3 of tongue, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C02.4	Lingual tonsil	ICD3		Enumerated	String		ICD3:topography			
ICD3:C02.8	Overlapping lesion of tongue	ICD3		Enumerated	String		ICD3:topography			
ICD3:C02.9	Tongue, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C03	GUM	ICD3		Enumerated	String		ICD3:topography			
ICD3:C03.0	Upper gum	ICD3		Enumerated	String		ICD3:topography			
ICD3:C03.1	Lower gum	ICD3		Enumerated	String		ICD3:topography			
ICD3:C03.9	Gum, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C04	FLOOR OF MOUTH	ICD3		Enumerated	String		ICD3:topography			
ICD3:C04.0	Anterior floor of mouth	ICD3		Enumerated	String		ICD3:topography			
ICD3:C04.1	Lateral floor of mouth	ICD3		Enumerated	String		ICD3:topography			
ICD3:C04.8	Overlapping lesion of floor of mouth	ICD3		Enumerated	String		ICD3:topography			
ICD3:C04.9	Floor of mouth, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C05	PALATE	ICD3		Enumerated	String		ICD3:topography			
ICD3:C05.0	Hard palate	ICD3		Enumerated	String		ICD3:topography			
ICD3:C05.1	Soft palate, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C05.2	Uvula	ICD3		Enumerated	String		ICD3:topography			
ICD3:C05.8	Overlapping lesion of palate	ICD3		Enumerated	String		ICD3:topography			
ICD3:C05.9	Palate, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C06	OTHER AND UNSPECIFIED PARTS OF MOUTH	ICD3		Enumerated	String		ICD3:topography			
ICD3:C06.0	Cheek mucosa	ICD3		Enumerated	String		ICD3:topography			
ICD3:C06.1	Vestibule of mouth	ICD3		Enumerated	String		ICD3:topography			
ICD3:C06.2	Retromolar area	ICD3		Enumerated	String		ICD3:topography			
ICD3:C06.8	Overlapping lesion of other and unspecified parts of mouth	ICD3		Enumerated	String		ICD3:topography			
ICD3:C06.9	Mouth, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C07	PAROTID GLAND	ICD3		Enumerated	String		ICD3:topography			
ICD3:C07.9	Parotid gland	ICD3		Enumerated	String		ICD3:topography			
ICD3:C08	OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C08.0	Submandibular gland	ICD3		Enumerated	String		ICD3:topography			
ICD3:C08.1	Sublingual gland	ICD3		Enumerated	String		ICD3:topography			
ICD3:C08.8	Overlapping lesion of major salivary glands	ICD3		Enumerated	String		ICD3:topography			
ICD3:C08.9	Major salivary gland, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C09	TONSIL	ICD3		Enumerated	String		ICD3:topography			
ICD3:C09.0	Tonsillar fossa	ICD3		Enumerated	String		ICD3:topography			
ICD3:C09.1	Tonsillar pillar	ICD3		Enumerated	String		ICD3:topography			
ICD3:C09.8	Overlapping lesion of tonsil	ICD3		Enumerated	String		ICD3:topography			
ICD3:C09.9	Tonsil, NOS	ICD3		Enumerated	String		ICD3:topography			
ICD3:C10	OROPHARYNX	ICD3		Enumerated	String		ICD3:topography			
ICD3:C10.0	Vallecula	ICD3		Enumerated	String		ICD3:topography			
